name	description	inchi	inchi_key
"2-Propenamide, N,N-dimethyl-3-[(11R)-5,10,11,11a-tetrahydro-11-hydroxy-9-methoxy-5-oxo-1H-pyrrolo[2,1-c][1,4]benzodiazepin-2-yl]-, (2E)-
(2E)-3-[(11R)-11-Hydroxy-9-methoxy-5-oxo-5,10,11,11a-tetrahydro-1H-pyrrolo[2,1-c][1,4]benzodiazepin-2-yl]-N,N-dimethylacrylamide
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		OQMYRVPMCIOFHL-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		IUVBKBWWRUPUTB-UHFFFAOYSA-N
"4-(3-Hydroxypropyl)-2-methoxyphenyl beta-D-glucopyranoside
beta-D-Glucopyranoside, 4-(3-hydroxypropyl)-2-methoxyphenyl
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		QFYFLJZBZITPGX-IWQYDBTJSA-N
"4-Oxazolidinecarboxamide, N-hydroxy-2-(5-hydroxy-6-oxo-2,4-cyclohexadien-1-ylidene)-N-[2-(1H-imidazol-5-yl)ethyl]-5-methyl-, (2Z,4R,5R)-
(2Z,4R,5R)-N-Hydroxy-2-(5-hydroxy-6-oxo-2,4-cyclohexadien-1-ylidene)-N-[2-(1H-imidazol-5-yl)ethyl]-5-methyl-1,3-oxazolidine-4-carboxamide
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DYESEQWBWHUEDV-UHFFFAOYSA-N
"(1R,2R,5S,8S,9S,10R,12S)-5,12-Dihydroxy-11-methyl-6-methylene-16-oxo-15-oxapentacyclo[9.3.2.1~5,8~.0~1,10~.0~2,8~]heptadec-13-ene-9-carboxylic acid
4a,1-(Epoxymethano)-7,9a-methanobenz[a]azulene-10-carboxylic acid, 1,2,4b,5,6,7,8,9,10,10a-decahydro-2,7-dihydroxy-1-methyl-8-methylene-13-oxo-, (2S,4aR,4bR,7S,9aS,10S,10aR)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		IXORZMNAPKEEDV-OYEYCCDTSA-N
"12,14a,3-(Epoxymethanediylylidene)-2H-1-benzoxacyclododecin-2,4,8(5H,12H)-trione, 6,7,10a,11,13,14-hexahydro-11-hydroxy-5,7,13-trimethyl-, (5R,7S,9E,10aR,11R,12S,13R,14aR)-
(1S,2R,3R,4E,7S,9R,14R,16R)-2-Hydroxy-7,9,16-trimethyl-13,17-dioxatetracyclo[9.5.2.0~3,14~.0~14,18~]octadeca-4,11(18)-diene-6,10,12-trione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		FNEADFUPWHAVTA-CQKLCUKKSA-N
"[(1R,12S)-1-Isopropyl-8,12-dimethyl-15-oxabicyclo[10.2.1]pentadeca-2,4,8-trien-4-yl]methyl acetate
15-Oxabicyclo[10.2.1]pentadeca-2,4,8-triene-4-methanol, 8,12-dimethyl-1-(1-methylethyl)-, acetate, (1R,12S)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VJOLPTVYFWUITI-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BOLGBOZCCGUULF-IRXDYDNUSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BOLGBOZCCGUULF-IAGOWNOFSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		WSRCOMOWYVKWBE-UHFFFAOYSA-N
"6,9-Epoxy-2H-1,4-dioxacyclodeca[cd]pentalene-2,7(6H)-dione, 2a,3,4a,5,11a,11b-hexahydro-3-hydroxy-2a,6,10-trimethyl-3-(1-methylethyl)-, (2aS,3R,4aS,6R,10Z,11aR,11bR)-
(1S,3R,7Z,9R,12S,13R,15R)-13-Hydroxy-13-isopropyl-3,7,12-trimethyl-10,14,16-trioxatetracyclo[7.5.1.1~3,6~.0~12,15~]hexadeca-5,7-diene-4,11-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LOILTCBRRAVDAF-JINALETGSA-N
"3,12b-Epoxy-12bH-12-oxabenzo[g]cycloocta[cd]pentalene-6,11(1H,7H)-dione, 2,3,4,4a,5,5a,8,9-octahydro-4,10-dihydroxy-2,7,9-trimethyl-, (2R,3R,4R,4aR,5aR,7S,9R,10Z,12aR,12bS)-
(1R,2R,3R,5R,7S,9R,10Z,14R,16R,18S)-2,10-Dihydroxy-7,9,16-trimethyl-13,17-dioxapentacyclo[9.5.2.0~3,14~.0~5,18~.0~14,18~]octadec-10-ene-6,12-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BGHABCOWYJWZFY-DUHMUFSNSA-N
"(1R,2R,3R,7S,9R,14R,16R)-2-Hydroxy-7,9,16-trimethyl-13,17-dioxatetracyclo[9.5.2.0~3,14~.0~14,18~]octadec-11(18)-ene-6,10,12-trione
12,14a,3-(Epoxymethanediylylidene)-2H-1-benzoxacyclododecin-2,4,8(5H,9H)-trione, 6,7,10,10a,11,12,13,14-octahydro-11-hydroxy-5,7,13-trimethyl-, (5R,7S,10aR,11R,12R,13R,14aR)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CQUSWWXXDXWZBS-QSNRJONTSA-N
"(3beta,9beta)-17-(3-Pyridinyl)androsta-5,16-dien-3-ol
Androsta-5,16-dien-3-ol, 17-(3-pyridinyl)-, (3beta,9beta)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		GZOSMCIZMLWJML-APXSMTNNSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PQEHILHGDWJAOT-UYRXBGFRSA-N
"Methyl (19Z)-17-oxo-1,2-didehydro-2,7-dihydrosarpagan-16-carboxylate
Sarpagan-16-carboxylic acid, 1,2-didehydro-2,7-dihydro-17-oxo-, methyl ester, (19trans)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		QVJOPTIPSBKQAS-DSRXOSDUSA-N
"6,8,11,14,16-Eicosapentaenoic acid, 5-hydroperoxy-18-hydroxy-, (5S,6E,8Z,11Z,14Z,16E,18R)-
(5S,6E,8Z,11Z,14Z,16E,18R)-5-Hydroperoxy-18-hydroxy-6,8,11,14,16-icosapentaenoic acid
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JIOJPWROWDJRKM-RVFOFSJRSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BLLVLMYXVKOFGW-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		OLIVGXOVIZTTSI-WJDWOHSUSA-N
"(5R,6R,14aR,14bR)-3-Ethylidene-6-hydroxy-5,6-dimethyl-3,4,5,6,9,11,13,14,14a,14b-decahydro[1,6]dioxacyclododecino[2,3,4-gh]pyrrolizine-2,7-dione 12-oxide
[1,6]Dioxacyclododecino[2,3,4-gh]pyrrolizine-2,7-dione, 3-ethylidene-3,4,5,6,9,11,13,14,14a,14b-decahydro-6-hydroxy-5,6-dimethyl-, 12-oxide, (5R,6R,14aR,14bR)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PLGBHVNNYDZWGZ-UVDDTUAWSA-N
"Pyridinium, 1-beta-D-glucopyranuronosyl-3-[(2S)-1-methyl-5-oxo-2-pyrrolidinyl]-
1-(beta-D-Glucopyranuronosyl)-3-[(2S)-1-methyl-5-oxo-2-pyrrolidinyl]pyridinium
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XWZCZWKUGIQPJD-JFBCLZDMSA-N
"7,17-Cyclosarpagan-17,21-diol, 2,7-dihydro-, 17-acetate, (2beta,7beta,17R,21alpha)-
(2beta,7beta,17R,19E,21alpha)-21-Hydroxy-2,7-dihydro-7,17-cyclosarpagan-17-yl acetate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DRMGJVPVCAJMDJ-QZPQBVDLSA-N
"1-O-[(2-Oxo-2,3-dihydro-1H-indol-3-yl)acetyl]hexopyranose
Hexopyranose, 1-[2-(2,3-dihydro-2-oxo-1H-indol-3-yl)acetate]
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		MLVJTFNIARPUAO-UHFFFAOYSA-N
"Cyclohexanecarboxylic acid, 3-[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-1,4,5-trihydroxy-, (1S,3R,4R,5R)-
(1S,3R,4R,5R)-3-{[(2E)-3-(3,4-Dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylic acid
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CWVRJTMFETXNAD-KWXNVWGOSA-N
"Cyclohexanecarboxylic acid, 3-[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-1,4,5-trihydroxy-, (1S,3R,4R,5R)-
(1S,3R,4R,5R)-3-{[(2E)-3-(3,4-Dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylic acid
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CWVRJTMFETXNAD-PCNKEKKESA-N
"21-Hydroxy-2,7,19,20-tetrahydro-7,17-cyclosarpagan-17-yl acetate
7,17-Cyclosarpagan-17,21-diol, 2,7,19,20-tetrahydro-, 17-acetate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VAOXSMUPPRUEKF-PSXQBOGGSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		UXYPQEDKRALATQ-ZUVMSYQZSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PQFGZNSCURWXJH-UHFFFAOYSA-N
"4-[4-(1,3-Benzodioxol-5-yl)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]-2-methoxyphenol
Phenol, 4-[4-(1,3-benzodioxol-5-yl)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]-2-methoxy-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VBIRCRCPHNUJAS-XGMIPLPHSA-N
"2H-Pyrazino[2,1-b]quinazoline-1,3,6(4H)-trione, 4-(1H-indol-3-ylmethyl)-, (4S)-
(4S)-4-(1H-Indol-3-ylmethyl)-2H-pyrazino[2,1-b]quinazoline-1,3,6(4H)-trione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PRYGKAJEGXTQNF-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VCJRIJKZDDFALD-AABGKKOBSA-N
"(1S,3Z,7E,9S,10S)-9-Hydroxy-10-isopropyl-3,7-dimethyl-3,7-cyclodecadien-1-yl 4-hydroxybenzoate
Benzoic acid, 4-hydroxy-, (1S,3Z,7E,9S,10S)-9-hydroxy-3,7-dimethyl-10-(1-methylethyl)-3,7-cyclodecadien-1-yl ester
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XUVXBQLHPFQADG-KWYOFTMNSA-N
"(1R,2S,3R)-3-Chloro-1,2,6,7-tetrahydroxy-3-methyl-2,3-dihydro-1H-benzo[a]fluorene-4,11-dione
1H-Benzo[a]fluorene-4,11-dione, 3-chloro-2,3-dihydro-1,2,6,7-tetrahydroxy-3-methyl-, (1R,2S,3R)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		WXDSJSLCLHLHSW-UHFFFAOYSA-N
"4-[(2S,3R,4R)-4-(4-Hydroxy-3-methoxybenzyl)-3-(hydroxymethyl)tetrahydro-2-furanyl]-2-methoxyphenol
3-Furanmethanol, tetrahydro-2-(4-hydroxy-3-methoxyphenyl)-4-[(4-hydroxy-3-methoxyphenyl)methyl]-, (2S,3R,4R)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		MHXCIKYXNYCMHY-TVUYYUAGSA-N
"Pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-, (9beta,11alpha,17alpha)-
(9beta,11alpha,17alpha)-11,17,21-Trihydroxypregna-1,4-diene-3,20-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		OIGNJSKKLXVSLS-KYWYDSBTSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BYDOCEQRHMZXMS-IUNYYKFTSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		HDGBHYXZLPCUJI-UHFFFAOYSA-N
"1-Formyl-3,7-dihydroxy-4a-(hydroxymethyl)-1-methyl-8-methylenegibbane-10-carboxylate
Gibbane-10-carboxylic acid, 1-formyl-3,7-dihydroxy-4a-(hydroxymethyl)-1-methyl-8-methylene-, ion(1-)
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		IZNICLBEOIJPEL-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		AFUUQIYPOMVOTN-ATVHPVEESA-N
"1-O-[4-(1H-Indol-3-yl)butanoyl]-beta-L-threo-hexopyranose
beta-L-threo-Hexopyranose, 1-[4-(1H-indol-3-yl)butanoate]
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CIJFFKOICMQHCH-SRKZOOFXSA-N
"Spiro[8H-cyclopropa[4,5]cyclopenta[1,2-a]cyclopropa[l]phenanthrene-8,2'(5'H)-furan]-3,5'(4H)-dione, 1,1a,3',4',5,5a,5b,6,7,7a,8a,9,9a,9b,9c,9d-hexadecahydro-5a,7a-dimethyl-, (1aR,5aR,5bR,7aS,8R,8aS,9aS,9bS,9cR,9dR)-
(1aR,5aR,5bR,7aS,8R,8aS,9aS,9bS,9cR,9dR)-5a,7a-Dimethyl-1,1a,5,5a,5b,6,7,7a,8a,9,9a,9b,9c,9d-tetradecahydro-3'H-spiro[cyclopropa[4,5]cyclopenta[1,2-a]cyclopropa[l]phenanthrene-8,2'-furan]-3,5'(4H,4'H)-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		METQSPRSQINEEU-OIBOXIMKSA-N
"(17R,21alpha)-21-Hydroxyajmalan-17-yl acetate
Ajmalan-17,21-diol, 17-acetate, (17R,21alpha)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		SRISWFJLVRCABV-UHFFFAOYSA-N
"4,5,6-Trihydroxy-3-(hydroxymethyl)tetrahydro-2H-pyran-2-yl (1E)-N-hydroxy-7-(methylsulfanyl)heptanimidothioate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DPKLUDKELMJBSE-XNTDXEJSSA-N
"3-[(2E,4E)-4,6-Dimethyl-2,4-octadienoyl]-1,4-dihydroxy-5-(4-hydroxyphenyl)-2(1H)-pyridinone
2(1H)-Pyridinone, 3-[(2E,4E)-4,6-dimethyl-1-oxo-2,4-octadien-1-yl]-1,4-dihydroxy-5-(4-hydroxyphenyl)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YELFBSBOFKWHSL-UHFFFAOYSA-N
"5-[(1S,4R)-4-(1,3-Benzodioxol-5-yloxy)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]-1,3-benzodioxole
1,3-Benzodioxole, 5-[(1S,4R)-4-(1,3-benzodioxol-5-yloxy)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ZZMNWJVJUKMZJY-XGMIPLPHSA-N
"9-Nonadecenoic acid, 2-hydroxy-1-(hydroxymethyl)ethyl ester, (9E)-
1,3-Dihydroxy-2-propanyl (9E)-9-nonadecenoate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XEDQAKSTEWMQIR-KHPPLWFESA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ZVXLOXYROPHNQQ-ROUUACIJSA-N
"4-{[4-(1,3-Benzodioxol-5-yl)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]oxy}-2-methoxyphenol
Phenol, 4-[[4-(1,3-benzodioxol-5-yl)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]oxy]-2-methoxy-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		OJVGWDJIYBTWDS-XGMIPLPHSA-N
"2,4-Pyrrolidinedione, 3-[(2S,4S,6E)-1-hydroxy-2,4-dimethyl-6-octen-1-ylidene]-5-[(S)-hydroxy(4-hydroxyphenyl)methyl]-, (3Z,5R)-
(3Z,5R)-3-[(2S,4S,6E)-1-Hydroxy-2,4-dimethyl-6-octen-1-ylidene]-5-[(S)-hydroxy(4-hydroxyphenyl)methyl]-2,4-pyrrolidinedione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		IWIISBMWNKBQQH-HFPLEIQESA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		UKFUHWPKKCYCQR-UHFFFAOYSA-N
"(2E,4E,6E,8E,10E,14E)-13-Hydroxy-N-(1-hydroxy-2-propanyl)-2,10,12,14-tetramethyl-2,4,6,8,10,14-hexadecahexaenamide
2,4,6,8,10,14-Hexadecahexaenamide, 13-hydroxy-N-(2-hydroxy-1-methylethyl)-2,10,12,14-tetramethyl-, (2E,4E,6E,8E,10E,14E)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		SJFXXCHPVOUCOT-UHFFFAOYSA-N
"Pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-6-methyl-, (6alpha,9beta,11alpha,17alpha)-
(6alpha,9beta,11alpha,17alpha)-11,17,21-Trihydroxy-6-methylpregna-1,4-diene-3,20-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VHRSUDSXCMQTMA-DTOSWALXSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ROQRBGPOJLWCGH-QZTJIDSGSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ROQRBGPOJLWCGH-ROUUACIJSA-N
"(4S,5Z,7E,9E,11R,13Z,15E,17S,19Z)-4,11,17-Trihydroxy-5,7,9,13,15,19-docosahexaenoic acid
5,7,9,13,15,19-Docosahexaenoic acid, 4,11,17-trihydroxy-, (4S,5Z,7E,9E,11R,13Z,15E,17S,19Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		QBTJOLCUKWLTIC-BHPYCYGHSA-N
"(4S,6E,8E,10E,13E,15Z,17S,19Z)-4,5,17-Trihydroxy-6,8,10,13,15,19-docosahexaenoic acid
6,8,10,13,15,19-Docosahexaenoic acid, 4,5,17-trihydroxy-, (4S,6E,8E,10E,13E,15Z,17S,19Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YKPLJNOOLKUEBS-RZCVLQCASA-N
"4,5,6-Trihydroxy-3-(hydroxymethyl)tetrahydro-2H-pyran-2-yl (1Z)-4-hydroxy-N-(sulfooxy)butanimidothioate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ILXHFGKQZNBINZ-UHFFFAOYSA-N
"(1S,2R,3R,7S,8S,10R,15R,17R)-2,7-Dihydroxy-8,10,17-trimethyl-6,14,18-trioxa-5-azapentacyclo[10.5.2.1~4,7~.0~3,15~.0~15,19~]icosa-4,12(19)-diene-11,13-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JKMXMRTVIHXWDO-SJDJHHIXSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LJMOAYAQYBADNI-QVHMSYDXSA-N
"3,12b-Epoxy-12bH-12-oxabenzo[g]cycloocta[cd]pentalene-6,11(1H,7H)-dione, 2,3,4,4a,5,5a,8,9-octahydro-4,10-dihydroxy-5-methoxy-2,7,9-trimethyl-, (2R,3R,4R,4aS,5R,5aS,7S,9R,10Z,12aR,12bS)-
(1R,2R,3S,4R,5S,7S,9R,10Z,14R,16R,18S)-2,10-Dihydroxy-4-methoxy-7,9,16-trimethyl-13,17-dioxapentacyclo[9.5.2.0~3,14~.0~5,18~.0~14,18~]octadec-10-ene-6,12-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LSUFAULIQMLCNF-VMVWDEIXSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		HSWSVOSUEWPULW-UHFFFAOYSA-N
"{[(2,6-Diamino-10,10-dihydroxy-3a,4,9,10-tetrahydro-1H,8H-pyrrolo[1,2-c]purin-4-yl)methoxy]carbonyl}sulfamic acid
Carbamic acid, N-sulfo-, (2,6-diamino-3a,4,9,10-tetrahydro-10,10-dihydroxy-3H,8H-pyrrolo[1,2-c]purin-4-yl)methyl ester
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JKKCSFJSULZNDN-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XYOACNDOMQSCCR-AQTBWJFISA-N
"1-Hydroxy-2-methyl-3-[(2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrien-1-yl]-4(1H)-quinolinone
4(1H)-Quinolinone, 1-hydroxy-2-methyl-3-[(2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrien-1-yl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		FIHXCHBEHLCXEG-UHFFFAOYSA-N
"2-Methyl-4-[(2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrien-1-yl]-3-quinolinol 1-oxide
3-Quinolinol, 2-methyl-4-[(2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrien-1-yl]-, 1-oxide
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ZNSLRZHNFFXDSE-UHFFFAOYSA-N
"6H,13aH-3a,5a-Ethano-5,11-methano-1H-indolizino[8,1-cd]carbazole-6-carboxylic acid, 2,3,4,5,11,12-hexahydro-5-hydroxy-14-oxo-, methyl ester, (3aR,5S,5aS,10bR,11R,13aS)-
Methyl 3-hydroxy-22-oxokopsan-1-carboxylate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YROYAGSZNDUMIF-NXVFQZFNSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		HQXAVJAVLMJBRC-MDZDMXLPSA-N
"beta-D-Glucopyranose, 4-O-[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]-2-amino-2-deoxy-
4-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-2-amino-2-deoxy-beta-D-glucopyranose
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BXVPZDGOKHWNAM-UHFFFAOYSA-N
"4,5,6-Trihydroxy-3-(hydroxymethyl)tetrahydro-2H-pyran-2-yl (1E)-N-hydroxy-8-(methylsulfanyl)octanimidothioate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		GZOKTRMVPWJPHB-LFIBNONCSA-N
"3-({[2-(2-Methoxyphenyl)ethyl]amino}methyl)-8a-methyl-5-methylenedecahydronaphtho[2,3-b]furan-2(3H)-one
Naphtho[2,3-b]furan-2(3H)-one, decahydro-3-[[[2-(2-methoxyphenyl)ethyl]amino]methyl]-8a-methyl-5-methylene-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LYFSZLNQEISTTA-NQYHGMCYSA-N
"3H-1,4-Diazonino[7,6,5-cd]indol-3-one, 9-(1,1-dimethyl-2-propen-1-yl)-1,2,4,5,6,8-hexahydro-5-(hydroxymethyl)-1-methyl-2-[(1S)-1-methylpropyl]-, (2S,5S)-
(2S,5S)-2-[(2S)-2-Butanyl]-5-(hydroxymethyl)-1-methyl-9-(2-methyl-3-buten-2-yl)-1,2,4,5,6,8-hexahydro-3H-[1,4]diazonino[7,6,5-cd]indol-3-one
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DALRIICDQKRRFF-UHFFFAOYSA-N
"(9beta,17alpha)-6-Methyl-3,20-dioxopregna-4,6-dien-17-yl acetate
Pregna-4,6-diene-3,20-dione, 17-(acetyloxy)-6-methyl-, (9beta,17alpha)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		RQZAXGRLVPAYTJ-RYOCMHIPSA-N
"Cholesta-7,24-dien-3-ol
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PKEPPDGGTSZLBL-HRBMGCSQSA-N
"(3beta,5alpha)-Cholesta-8,24-dien-3-ol
Cholesta-8,24-dien-3-ol, (3beta,5alpha)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CGSJXLIKVBJVRY-LVKDPOMLSA-N
"({(E)-[(6aR,9aS)-4-Methoxy-11-oxo-3,6a,9a,11-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h]chromen-1(2H)-ylidene]amino}oxy)acetic acid
Acetic acid, 2-[[[(1E,6aR,9aS)-3,6a,9a,11-tetrahydro-4-methoxy-11-oxocyclopenta[c]furo[3',2':4,5]furo[2,3-h][1]benzopyran-1(2H)-ylidene]amino]oxy]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		IPNICVXRSDNBDC-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YAVXCDOXVDKQLT-UHFFFAOYSA-N
"2H-Pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione, 4-(1H-indol-3-ylmethyl)-1-(1-methylethyl)-, (1S,4R)-
(1S,4R)-4-(1H-Indol-3-ylmethyl)-1-isopropyl-2H-pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DNPSVQYQTPYSPH-VQTJNVASSA-N
"(6alpha,9beta,17alpha)-6-Methyl-3,20-dioxopregn-4-en-17-yl acetate
Pregn-4-ene-3,20-dione, 17-(acetyloxy)-6-methyl-, (6alpha,9beta,17alpha)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PSGAAPLEWMOORI-BJRKDMOKSA-N
"(3beta,5alpha)-Cholest-7-en-3-ol
Cholest-7-en-3-ol, (3beta,5alpha)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		IZVFFXVYBHFIHY-HRBMGCSQSA-N
